uniqueID,drugName,condition,review,rating,date,usefulCount
172170,Doxazosin,High Blood Pressure,"""Taken to lower blood pressure and to increase urine flow at night.  Worked great for both.""",10,2014-11-21,27
86475,Invokana,"Diabetes, Type 2","""I started taking this medication 5 weeks ago, with average blood sugar control.  My first experience after a couple of dosages I passed out.  For the past 4 weeks I have had system wide lymph node swelling, fever, skin sensitivity.  I have had several cancer tests.  I am going off of this HORRIBLE medicine. I have researched and have seen that there are not many like me, but there are at least 3 that have done either the same or had some of the same symptoms.  I have almost lost my job due to this medicine, and my health and well-being has been horrible since I have been taking this.  For those of you that it works for, great, I am glad it does.  Please just be aware of any of the above reactions.""",1,2017-03-15,9
189863,Jardiance,"Diabetes, Type 2","""Been on Jardiance 10mg 3 months and have lost 20 lbs without changing my diet significantly. First time under 200 lbs in 30 years!  My BP is lower and my knees don't ache and have not had any back pain . However, my HgA1C has increased from 8.5 to 10.2 and BG's have increased to between 10 - 15 (Canadian readings!) I am taking Metformin 1000 mg twice daily along with the Jardiance. My Dr. discontinued Glucophage and Januvia before adding Jardiance so this may have caused the increased changes. I've had 3 yeast infections during this time but better now. Dry mouth and increased thirst as well as urine that is almost syrupy at times. My Dr. was not aware of weight loss as a side effect so sending me for tests! Thanks for your reassurance!""",7,2016-12-24,24
136557,S-adenosylmethionine,Depression,"""I have been depressed for almost 3 years. I feel myself fine only a couple hours a week and it feels good, so I have been making my research on fighting the disease without antidepressants, so I work out, eat right, only eat fresh nonprocessed food. I made me feel less pain, and it so delightful, but I still can not be funny, can't just have a casual talk and I cant learn, retell the content of what i just read. Today started taking S-adenosylmethionine. After taking a 2 200mg pills I ate a little and went to bed, but when I woke up I felt like I want to be doing something, I feel less tension and I hope the result will repeat tomorrow. I as well read that fixing your memory can help you fight depression. So try Vinpocetine Huperzin-a""",9,2013-02-07,6
121070,Venlafaxine,Depression,"""This drug is absolutely horrible. I was prescribed Effexor 75mg twice a day. After lunch day ONE I take my first dose. Needless to say the intense vomiting, pins and needles up my spine into the back of my head and fire burning sensation in my spine, blurred vision, severe tremors, seeing colors and spots all over the place, my eyes starting rolling to the back of my head, passing out. Almost landed me in the ER. Called my doctor and got switched off immediately. That was by far the worst medication I have ever taken. I have been on Celexa 40mg until it stopped working and now I am on Prozac. I clearly can't handle an SNRI like that. I felt like I was going to die. Be highly cautious. This stuff shouldn't even be on the market.""",1,2017-02-14,15
27991,Lexapro,Depression,"""I have taken Lexapro for 10 years. I had severe depression/anxiety and was put on Lexapro and xanax-(initially). If I skipped or I didn't take my Lexapro on time, I would have a bad bought of anxiety within a day. Too much or double up, and my brain was on fire and severe anxiety. But, it has been a life saver. I am totally myself with no weird thoughts or dreams and am happy! Your body will let you know when you should lower your dosage, but that will take a while, like years (headaches were my symptoms). Note for women, I still felt off right before my period. My doctor added the mini pill for the estrogen and now I am 100% all month. P.S. watch some of the generics, some have bad side effects!!!!""",9,2016-04-20,32
122242,Venlafaxine,Depression,"""I went through a very bad depression state a few weeks ago. I went to the hospital and they put me on 75mg of Effexor-XR and increased it to 150mg after a week. I had severe bladder cramps and waterworks problems while on the higher strength. My doctor reduced the dosage to 37.5mg once every 2 days. I now feel fantastic. One of the main things I have noticed since taking this medication is this. For about 35 years I have suffered with extreme pain from T.M.J(an inner ear problem). Since I have been taking this medication the T.M.J. has gone and I can sleep 8 hours at night, the first time since I was a baby which is 53 years ago.""",10,2009-03-05,42
120884,Venlafaxine,Depression,"""I first used Effexor XR 75 mg at the start of 2016 to treat depression/ anxiety. Side effects were things such as dry mouth, frequent urination, problems sleeping at night. After 2 weeks these reduced greatly and after a further 2 weeks my mood improved greatly and my anxiety reduced. My ongoing side effects were strange (not unpleasant) dreams and sometimes night sweats - neck and chest. I tapered off to 37.5 and then stopped October 2016. The withdrawals - head zaps in the main - lasted about a week and were not too bad. I stopped because I  felt so much better.
During mid 2017 I went down hill again and was back at the GP's sobbing my heart out and at home being a complete pain to my wife. I started 75mg again 4 weeks ago. Much better!""",10,2017-10-19,15
94345,Trintellix,Depression,"""I have had clinical depression since I was a young child. I am now almost 24 and I don't think I've ever been happy, for more than a few weeks at a time, in my entire life. I have been on Zoloft and Wellbutrin in the past that did not help at all. I have been on Brintellix for a little over 6 months now and it has changed my life. I'm a better wife, mother and a significantly better college student. For the first time in my life I feel alive. There are no longitudinal studies on this new drug which makes me nervous. Side effects were severe for about 3 weeks and my insurance doesn't cover this very expensive drug(why I rated 9/10). Ultimately, Brintellix changed my life. I didn't think I would ever be happy.""",9,2015-07-19,100
198144,Metoprolol,High Blood Pressure,"""I have been taking Metoprolol 25mg once a day for 13 days. It has lowered my heart rate by about 30 beats a minute but I am always tired, get chest pain, headache and numbness. Little to no benefit in lowering my blood pressure (140/95's).""",6,2009-04-05,90
62813,Cozaar,High Blood Pressure,"""Started 25 mg Cozaar for hypertension when 100 mg atenolol   25 mg hydrochlorothiazide didn't lower my blood pressure and after lisinopril had me coughing 24/7.  A couple of days after I started taking it, the tops of my feet and my ankles started to swell, I couldn't wear my shoes.  I quit taking it, but when my doctor found out, she made me go back on it.  I was okay for a couple of weeks, but the swelling came back, slightly mitigated by compression hose but only slightly.  Back to the drawing board.""",2,2009-08-15,116
178268,Duloxetine,Depression,"""Suffered from major depression. Didn't want to get out of bed. Lost interest in things. Missed work. Cymbalta 60 mg has lifted my spirits, and taken me out of the depression. Given me back my life and interests. May not work for everyone, but did the trick for me. I also take 5 mg Abilify.""",9,2009-12-07,32
159471,Nefazodone,Depression,"""Nefazodone changed my life. I have taken it for 17 years. Within ten days of first taking it, I stopped dwelling on negative things in life, found myself laughing more thanI had since I was a teen. And, my communication skills increased dramatically. No more brain farts, searching for words from time to time.  I get blood tests 4 times a year to be liver safe. Nefazodone taken in evening,helps you sleep too. It's a wonder drug""",10,2015-07-17,26
131757,Effexor XR,Depression,"""I started experiencing depression and anxiety attacks at around 19 years old. At the time, I didn't quite realize what was wrong with me, I just knew something was horribly wrong. I have tried every medication known to man; celexa, Prozac, cymbalta, pristiq, viibryd, Wellbutrin... And nothing. The emptiness, emotional turmoil, and suffocation I felt was ruining my life. Then in 2011, I started Effexor. I feel alive again, and I never thought I would feel normal again. The one thing I will warn about is the dependency. If you miss one pill, you will think you are coming down with the flu. If you ever decide to stop, you will have to taper off. Adverse effects: constipation, weight loss, vivid dreams, insomnia, sexual dys.""",9,2016-02-15,51
28956,Lexapro,Depression,"""I've been depressed pretty much my whole life and been on all different types of medicines searching for the right one then I started taking lexapro. I've been on it for about a year or so and my mood has almost completely changed for the better.""",9,2008-10-06,33
168677,Vilazodone,Depression,"""I've been on this drug for 2 days and am already discontinuing use. I got the starter pack and have taken 10mgs each morning for 2 days. It makes me so dizzy and tingly that I can't even move. Very nauseous and drowsy, but I can't sleep because everything is spinning. Not for me.""",2,2016-03-26,23
141526,Escitalopram,Depression,"""50 year old male with depression and anxiety from life changes and job.  Resisted for a long time and judged others on SSRIs as weak. Finally crashed and admitted I needed help.  Three months out now on 10 mg/day.  Initial side effects were chills, yawns and slightly tense jaw muscles.  All of that disappeared. Now I'm free of depressive bouts and greatly reduced anxiety.  Has allowed me to enjoy things again and I get better sleep.  I take it in the morning.""",9,2013-09-25,94
86432,Invokana,"Diabetes, Type 2","""I've been on Invokana  for year in a half. At first I did lose weight as I've done with other diabetic medications. That lasted maybe a month and than stopped. I didn't see a significant drop in my A1C and have frequent yeast infection. If I can't get to the pharmacy to pick it up and am without it for a couple of days I get relief from the yeast infection. I'm to the point where I am tired of dealing with having the and will most likely ask my doctor to take me off of it.""",5,2016-07-21,26
198310,Exenatide,"Diabetes, Type 2","""On Bydureon about a year.  I'm 57, been diagnosed type 2 Diabetic for about 8 years. On Insulin + Metformin.  Doc prescribed this for me originally because I just couldn't get my A1C below 7.0 even though my daily numbers rarely climbed over 130 even right after eating.



The Pros:  A1C dropped into the low 4's and remains at that level.  Lost 20 - 25 lbs and the weight has stayed off.  Pen device is not difficult to set up and use once a week, takes about 5 minutes max to do the injection routine and I've only had 1 instance total in a year's time of a pen not working properly.



The Cons: HUGE needle that hurts. Bad nausea after injection and occasional itchy hard lumps at injection site. One major B/sugar crash - low 50's.""",8,2016-09-05,32
208557,Amlodipine / olmesartan,High Blood Pressure,"""I use Azor. I love it. I would recommend Azor to everybody that needs a high blood pressure medicine.""",10,2009-08-09,22
82585,Liraglutide,"Diabetes, Type 2","""Started taking Victoza 6 days ago.  I have had migraines and a little bit of nausea.  I  am taking 0.6 mg.  I have not lost any weight from this medicine yet. My Doctor wanted me to try Victoza because even with low carb diet and 1500mg of metformin and 100mg of Januvia my blood sugar was still high.  I tried Lantus insulin for 10 days and gained 9 lbs in the 10 days after starting it so I quit taking it.  I have lost 16 lbs in the last year and my blood sugars have gone up so I do not want to take insulin and gain the weight I worked so hard to lose back.""",8,2011-04-13,4
120863,Venlafaxine,Depression,"""Overall, I had a positive experience with venlafaxine, but users need to be aware of how difficult it can be to quit. I was on 150mg for about 18 months - not very long - and when I wanted to come off of it, it was a very difficult experience. I still am weaning myself off grain by grain, because cold turkey is simply not an option. The main withdrawal symptom I experience is electric shock sensations in the brain. They even make a noise. I've heard that some people don't have as much of a problem with it, but I don't know how. In the beginning, I thought venlafaxine changed my life in a positive way, but over time it became somewhat less effective. It's an effective medication, but beware of the consequences. Took it with 60mg mirtazapine.""",8,2017-09-15,5
157322,Amaryl,"Diabetes, Type 2","""I have had the Amaryl and after 4 month my love life was gone, and another person that I know, he had the same problem. He is still using Amaryl and now even Viagra doesn't work any more.""",1,2012-12-28,47
168954,Vilazodone,Depression,"""I have tried so many different antidepressants and I never felt right. After 3 months of taking them I would spiral downward and my dose would need to be adjusted. I have been on Viibryd 40mg for 4 weeks now and I feel great.  It has been years since I have felt like my old self again.  I opted for this medicine and to pay out of pocket.  It is worth every penny.""",10,2012-10-03,31
94649,Abilify,Depression,"""On 2 mg. It made me feel empty inside. Like things didn't bring excitement, adrenaline. Everything seemed blank. Had major sweet cravings for the first month or two but it leveled off. The most sweet cravings were at 5 mg a day. Really brought reality into full focus. Got it a pharmacy that use a different supplier that's cheaper.""",5,2016-02-29,19
201061,Zoloft,Depression,"""I have been on Zoloft for 7 months now and it has really improved my life. The first few weeks were absolutely BRUTAL. Couldn't focus, super dizzy, nausea, more depressed, etc. However, I stuck with it and after about a month, the depression started to get much better. Of course, I still have my days (who doesn't?) but I would highly recommend trying Zoloft if you can get through the first few weeks. It truly has changed my life for the better.""",8,2017-04-10,52
170838,Quetiapine,Depression,"""I had HORRIBLE hot flashes.""",4,2012-07-15,30
102935,Aripiprazole,Depression,"""Helps me for depression. Now I am off Xanax and Xanax XR. """,9,2011-05-27,3
121196,Venlafaxine,Depression,"""If you want to hallucinate, lose all recollection of time since the drug enters your system, shake and sweat like a heroin addict, live in complete disarray, never talk to anyone ever again because it makes you hallucinate your friends and family are all there with you, even though you live alone... Then this is the drug for you. II was on it for  Fibromyalgia and depression. It has been well after a year since I discontinued use AGAINST DOCTORS ORDERS and I still have headaches and electrical-type surges throughout my body. I took that USELESS drug for well over 3 years at its highest milligram and had to just flush them since the doctor refused to take me off of them. I had almost every single symptom listed on the manufacturer website. I STILL cannot remember those years. AWFUL!""",1,2016-09-24,11
136598,Byetta,"Diabetes, Type 2","""Started taking Byetta three weeks ago, no real problems associated with it other than constipation which I hate. I have never ever had this problem in my life. My numbers went up a few points the first week but on the second week has been at 100-140. I can live with that, better than the 200-300 I was at with pills. Not eating as much lost 5 pounds so far and I don't get as hungry as often as I did. So far it's working.""",8,2011-12-03,25
226044,Bupropion,Depression,"""This medicine is great for depression. I feel better and I do not get mood swings like I did prior to taking it.""",8,2009-02-02,76
174265,Catapres-TTS,High Blood Pressure,"""I have been taken Clonidine 0.3 mgs. twice a day for 4 years along with my anxiety medication and has helped tremendously. If I were not to take it I wouldnt be able to function properly.  So yes I definitely rely on this medication to help keep me functionable for taking care of my children and keeping our home in order.""",9,2014-02-22,69
102825,Aripiprazole,Depression,"""I have been on Abilify for 2 weeks. I can now sleep better, I have had no side effects thus far. No weight gain noticed, hope I don't either.""",7,2013-04-25,78
110904,Farxiga,"Diabetes, Type 2","""I'm over 300lbs I have only been taking this for 1 month and I'm finally losing weight. It's so strange. I've been on metformin for about 6 months but it failed to lower my numbers. With this pill I'm never hungry just thirsty. I have to force myself to eat at times. I didn't notice the weight loss at first but everyone else did. Its coming off fast and I haven't yet incorporated exercise or much of a change in diet. The only bad side affect I've experienced is the frequent urination and dry mouth. I sometimes have bladder pain but only the times I don't drink plenty of water. I'm so excited to be finally losing weight!""",8,2015-11-29,33
205838,Pristiq,Depression,"""I experienced 3 of the most common side effects of Pristiq. I experience nausea, loss of appetite and dizziness. The nausea and loss of appetite were minimal and I could get along with my day. However, the dizziness, in my opinion is not a side effect to be taken lightly. I was so dizzy, I could not concentrate or do well in class. I had to stop taking it because it was disrupting my school work very badly.""",2,2010-03-06,18
142158,Janumet,"Diabetes, Type 2","""For many years, I had intestine cramps. I used to take medicines. By afternoon I used to again pain. Also cholesterol used to be high. Type 2: diabetic was identified. Since Nov 2013. I am using. Janumet 50/1000 bMy intestine aches zeroed. So is cholesterol. Levels. I feel good.""",10,2014-10-30,45
44772,Ramipril,High Blood Pressure,"""Worried about the side effects of taking ramipril decided to split first dose to ease the effects.....2 months and all going well, maybe slightly more tired than i was before but can live with that



Before BP was around the 150/95 now 120-130/80""",10,2015-07-20,38
156778,Dulaglutide,"Diabetes, Type 2","""I got this shot during a doctor visit.  Unsure if dose was the .75 mg but the 3 samples he gave me were of the 1.5 mg dose.  Side effects began following day: nausea, diarrhea, abdominal pain, decreased appetite, indigestion and severe acid reflux. I also had body aches and fatigue. I dare say I felt depressed. I had just gotten over the stomach flu 3 weeks before and it felt like I had come down with it again! Trulicity did lower my glucose levels as did my weight (3 lbs. that week) Of course it did! I could not eat and what ever little food I ate, it came out in minutes!  I DID NOT and WILL NOT inject myself with this again  I'm sorry I agreed on the shot.  One of the worst weeks of my life!""",1,2016-06-01,17
114062,Amlodipine,High Blood Pressure,"""I've been taking this drug after Lisinopril caused me to cough 24/7.  Started with 5mg for HBP 140/90.  Instantly gained about 20lbs.  Exercise became more difficult; hands fall asleep at night, every night, unless I wear arm braces; swelling in ankles; general feeling of being in a 'fog' and also very easily irritated.  Nodding off around 6pm after work; but force myself to stay awake.  When I go to bed, I have insomnia.  I decided to cut the pill in half, take it at night and now I have joint pains along with other symptoms.  My worst day yet, I just didn't feel right all day; felt confused, anxious to drive to work.  Stopped taking the drug that day and one day later I feel like myself again.  Symptoms fading; will ask doc for diff drug.""",1,2015-08-25,67
58921,Lantus Solostar,"Diabetes, Type 2","""I totally love it! The best medicine that they have ever ever come out with for diabetes type 2!""",10,2014-10-05,13
152797,Furosemide,High Blood Pressure,"""I have been on Furosemide for about 6 weeks now.  I was told I would be racing to the bathroom all the time - not!  Probably because I am also on a medicine for ""leaking"" - Oxybutynin 5 mg one twice daily.  I do not get up at night time, do not go much during the day - about every 4 hours; have gained 12 pounds in a month and my diabetes is no longer under control.""",5,2015-08-24,9
64468,Sertraline,Depression,"""My husband has had depression and at times severe anxiety for years. He would have anxiety attacks so bad he was sure he was having a full blown heart attack every time, and his anxiety prevented him from sleeping because he was sure he would die in his sleep. His depression was bad as well, he was sure the world would be better off without him. He tried different medications but nothing really worked, some seemed to improve things a little bit but for the most part I had given up hope that any of them really do much. Then he tried Zoloft. For him, this was the one. It took the edge off after about a week, after two weeks I could definitely tell a difference. After about 6 weeks he was back to his normal self.""",10,2016-04-14,123
205738,Pristiq,Depression,"""I was very apprehensive about taking yet another anti-depressant, however, I decided after much prodding from my doctor to give it a try. I suffer from moderate anxiety and depression. I was in denial about it and it took a lot (I mean a lot) of my hair coming out from stress for me to admit that I was not okay. I am a 26 year old woman- so this was a big deal to me. When I first started Pristiq I was determined not to like it. I did suffer from most of the side effects (dry mouth, never hungry, excessive sweating, jitteriness, not feeling ""right"", and sexual problems) but after sticking it out for about 5 weeks- the side effects really started going away. The only one that I have a problem with now is sometimes my heart will race.""",9,2011-01-25,10
122303,Selegiline,Depression,"""I started Emsam when hospitalized.  My doctor noticed the positive effects before I did.  She noticed I was thinking more clearly and more active.  After 2 weeks I began to notice my mental clarity.  After 1 month I cleaned my house in 1 day and began to shower, dress, apply make up and do my hair every day.  I did not have to think about what need to be done I JUST DID IT.  This was the first time in my life I can ever remember just being ME.  After 6 months I became allergic to the adhesive, I can no longer use Emsam.  What I wouldn't give to once again KNOW WHO I AM.  But I am lost in depression and pain.  I would gladly live with the restriction of Emsam because I WOULD BE LIVING.""",8,2011-09-20,80
188994,Olmesartan,High Blood Pressure,"""I am taking Benicar HCT 40/25 I have NO sex drive and really bad leg cramps if I stretch, I immediately get a Charlie horse.""",6,2015-04-01,55
45900,Fluoxetine,Depression,"""Didn't help. Made me feel weird. Should not be used in teens.""",3,2009-01-29,39
168717,Vilazodone,Depression,"""I think it has made me extremely tired and it's hard for me to sleep at night.""",2,2015-10-03,17
224534,Bupropion,Depression,"""It seemed to work for me okay. Then suddenly my already thin hair started falling out by the handful.""",3,2017-11-10,1
198050,Metoprolol,High Blood Pressure,"""I have been on some form of metoprolol for seven years. It was actually my first prescribed medication at 28. I never even thought about side effects as being the problems I was experiencing; thought there was always something else that the Doctor's was overlooking. Now that I have read these comments, I suffer from most of the common ones; tiredness, weakness, trouble losing weight, strange dreams, increased sweating, difficulty breathing, etc. Have had numerous tests off and on for the last two years, and nothing is ever found. I have also since then started taking clonidine and amlodipine. Some of these symptoms are probably drug interactions. I noticed a chaotic heartbeat when clonidine was added to the medicines. It has gotten worse for the past two years.""",6,2011-10-29,42
94114,Trintellix,Depression,"""I have been dealing with depression for well Over 6 months and just about 2 months ago decided to go to the doctor to seek help with medication to bridge back to benign myself. I first tried Viibryd for a month, worked well for me emotionally and for my moods but I gained weight which triggered deeper depression for me. I am now trying this Brintillex stuff. I have had severe itching throughout my entire body, it gets worse when I'm sitting still and trying to fall asleep at night. I'll be itching my back and legs so hard in my sleep that it wakes me. I have only been on this drug for a month! Totally not worth it. Not to mention the vomiting which makes everything so much worse. I hate the medication guessing game that comes along with this.""",3,2016-02-29,29
62272,Citalopram,Depression,"""Taking Celexa has helped me tremendously.  Since being on it I no longer have constant thoughts of suicide.  I've been on it for 4 months but started to feel relief in just 2 weeks. I had very mild side effects in the beginning like dry mouth but they only lasted for the 1st month.""",9,2013-03-21,66
146887,Alprazolam,Depression,"""If I could rate Xanax higher I would, this is without a doubt the most effective medication I've ever taken for anxiety, and fast acting. I've always dealt with the public speaking anxiety since high school. I'm 29, healthy and active and have never been depressed so that's why I've been reluctant about SSRI's. My GP prescribed Celxa, went up to 20mg and it was a nightmare, had panic attacks and very vivid intrusive thoughts. My GP switched to lexapro @10mg and I still get panic attacks. If I get a panic attack I take a .50mg of Xanax and it takes like 15 min to kick in and I feel great - I hate SSRI's and wish Xanax was a daily med.""",10,2016-03-15,68
65254,Bisoprolol / hydrochlorothiazide,High Blood Pressure,"""Very good medication; no complications.""",7,2008-06-24,26
121780,Venlafaxine,Depression,"""I'm 48 and in menopause. I've suffered bouts of little depression through life but since menopause, it hit me like a brick. I had had a couple of panic attacks throughout the years and I couldn't shake this gradual depression that was coming over me. I've always been able to talk myself through it but this time, I just couldn't. My doctor prescribed EFFEXOR. I took it 2 days. On the third day, I was driving to work and I SUDDENLY felt like I couldn't breath. I was shaking, my heart was racing and I really thought I was going to die. I pulled over thinking I was having a heart attack. I called 911, throwing up on the side of a freeway. By the time the ambulance came, my heart rate had skyrocketed! Worst experience of my life.""",1,2014-03-29,59
183186,Cymbalta,Depression,"""I have tried just about every antidepressant over a 20 yr period. I have been taking Cymbalta for about 6 months and it is my saving grace. All symptoms of depression are gone.  I am happy, focused, and myself again.""",10,2013-07-17,88
126187,Viibryd,Depression,"""After trying 5 other anti-depressants I was finally given Viibryd. I feel better than I have in years. Thankfully, I haven't had any of the problems listed in other posts. I'm starting on month two so I'm hoping this medicine continues to keep working so well.""",10,2012-09-02,16
201164,Zoloft,Depression,"""Hi I have had severe depression anxiety and intrusive thoughts for over a year I was put on 50mg sertralin and felt great then increased to 100mg within days felt awful so now back down to 50mg has anyone else had this experience?""",7,2016-09-16,31
197456,Paroxetine,Depression,"""I tried Zoloft for depression and it made me hyper.  Paxil works.  I have used it two times during my life when I was depressed and self-help was not working.  It worked great for depression and I didn't have many side effects EXCEPT that I cannot achieve orgasm while taking this medication.  Nada.  I have a wonderful husband and I am used to a good sex life.  Paxil kills it.  As soon as I'm off the drug for a week, everything comes back.  I hate losing sex but I hate being depressed more.  In the end, that is the choice for me.""",6,2010-02-08,31
28240,Lexapro,Depression,"""I was put on this Medication after a suicide attempt two years ago. I dont think I could cope without it even though my life is back on track.""",10,2015-01-08,102
89655,Celexa,Depression,"""Since I was 14 I have battled with severe depression. I never believed that I actually was depressed until one point I felt driven to the edge of taking my life. I decided that this was the only option I had not tried. After only a week I began to respond with the only side effect being an awful headache following the first dose. I have my life back again and man does it feel good.""",10,2011-06-06,33
64815,Sertraline,Depression,"""I think zoloft for me is great. The only downfall i have with it was headaches. They started right when I began taking zoloft daily. They were intense and hurt like hell. Lasted about 2 weeks. Then bam they were gone. I took it at night before bed. I thought they made me tired. Since I've been on it , I've lost about 20lbs. I don't have the munchies at all & honestly I have to tell myself to eat because it curbs my appetite. I don't feel bloated like I did on Lexapro that's why I switched. Zoloft really works for me and I'm on a low dose. Headaches suck the first few weeks but what a difference from lexapro. Everyone's different.""",7,2015-07-16,116
72073,Tramadol,Depression,"""Several years ago I was given tramadol for light pain. I have suffered from bipolar depression for about 40 years and have taken every drug made for depression. I get a little relief using fetzima but the cost is prohibitive. After taking the tramadol I realized that my depression and panic attacks just disappeared. In Mississippi it's almost impossible to get tramadol subscribed so I kept my supply by ordering out of the country which is also very expensive. When you are suicidal much of the time you will seek help wherever you can find it. I finally got a nurse practitioner to prescribe me two 50 mg tablets a day. I have a high tolerance to all drugs and four 50 mg gives me total relief from my mental illness. Side effects decreased sex drv.""",10,2015-04-07,63
198379,Exenatide,"Diabetes, Type 2","""Numbness on the leg after injection from the knee cap to nearly the groin and around the side of the leg""",4,2017-03-27,3
32807,Empagliflozin,"Diabetes, Type 2","""Been on 10mg Empagliflozin for just over a month and  I've lost 21 lbs in that time.  I've been on 800 calorie/day low carb diet too and have found it quite easy to do.  As a result I've come off insulin and I'm sure that's made it easier to lose weight.  Something I haven't seen anyone mention is fluid retention.  I suffered really badly from fluid retention in hot weather.  When the temperature goes up, I can put on 14 lbs in 48 hours and can then barely walk my legs and feet are so swollen.  Never found anything that really helped.  Just had to wait for weather to cool down again and swelling reduced.  Since I've been on Empagliflozin, my body is properly drained all the time.  Fabulous!  Love this drug. HbA1c good too.""",10,2017-07-01,1
102799,Aripiprazole,Depression,"""I really like Abilify. I take it combined with another medication (Lamictal) and my depression improves along with it my racing mind. I have also taken this medicine before for about a year.""",8,2012-10-12,69
178978,Victoza,"Diabetes, Type 2","""Started on Victoza two weeks ago.  I've lost six pounds and have not experienced any of the negative side-effects - just the decreased appetite.  I was taking Metformin 1000mg twice a day and glypizide (Glucotrol) 10 mg twice a day, and my morning sugars were crazy high, like in the 200's and the doc was talking about insulin.  Then I saw the endocrinologist, who put me on Victoza and on day 2 my morning bg was 89!  Am now off the glypizide and tapering off the Metformin, continuing to lose weight and feeling good!  I hope the long-term side-effects don't turn out to be bad...""",9,2011-03-07,6
156665,Dulaglutide,"Diabetes, Type 2","""I'm on my 2nd weeks with Truelicity.0.75 mg..I take my shot every Friday at noon. by Saturday-Sunday night I have diarrhea, and feeling very sick to my stomach /getting sick..& The hearburn I think is the worst side effect of all..Burping every 20 minutes then it feels like my chest is on fire..Alka-Seltzer did help with the heartburn!! Last but not least i'm hardly eating..I maybe take 3 bites of something and i'm done with it..It seems like my taste buds have changed all food is either to sweet or to salty...On the other hand my blood sugar numbers are great..I was taking Tresiba 30 units once a day with metformin 1,000 mgs 2x a day.& my blood sugar numbers were over 280..with truelicity my blood sugar numbers are under 170 after i eat""",5,2016-10-24,13
125859,Viibryd,Depression,"""My wife started taking Viibyrd and she got every bad side effect. Violent, angry, mania and paranoid. That is truly the drug from hell! She would scream at me for hours and then started hitting and slapping me. I had to move out of the house and get an apartment and we are probably getting divorced. Viibyrd ruined my marriage...""",1,2016-06-07,29
122268,Venlafaxine,Depression,"""Works great for me, very effective.""",10,2008-05-20,45
62059,Citalopram,Depression,"""Celexa is a literally a magic pill, for me. 20 minutes, tops & I feel like myself again. I've been taking it for about 4 years for 1 or 2 months a couple of times a year. The holidays are always bad. I get so sick of crying all the time. Sobbing, actually. I've tried a few other antidepressants but nothing works like Celexa. For me. May not be for everyone. Other people may need to take Celexa for a longer or more regular period of time & it can take up to 2-3 weeks for the medication to completely work, for a lot of people. Ask your doctor & give it a try.""",10,2014-12-08,48
186796,Benicar,High Blood Pressure,"""Has been effective, and with no remarkable side effects. """,9,2008-07-23,42
184792,Canagliflozin,"Diabetes, Type 2","""I have lost extensive weight and have lots of energy but my hair is falling out and is so brittle is  breaking off at the ends. My numbers have gone down but your hair is usually a good indication of your health.  If the medication is doing this to my hair what other long terms effects am i going to have that I am unaware of. 

I am thankful that other people expressed their problem with hair loss also. I was told that I probably use too many chemicals on my hair.""",2,2016-01-20,25
61952,Citalopram,Depression,"""This medicine has been very helpful to me. I have always been very reluctant to try medications. This medication has stopped the crying everyday, the constant anger, and helped significantly with anxiety. I have been on Celexa for almost 3 months and I feel a little better everyday, it just takes time. I've had night sweats, light headaches and not slept as well as I used to since starting this medication. However, for me, the benefits are outweighing the side effects at the moment and I will continue to use Celexa until that is no longer the case.""",9,2015-04-24,66
198317,Exenatide,"Diabetes, Type 2","""As a prediabetic, I am anxious to not hit a ""tipping point"" into full diabetes. I asked my GP for Vitroza, but could only get insurance to cover Byetta. Three weeks later and 25 pounds less, I am thrilled. I still lap swim 3 times a week and lift weights with no hunger or sweet cravings. Also I inject in my thigh with no side effects. WHEW! Thanks Byetta!!""",10,2015-12-20,19
171076,Quetiapine,Depression,"""Helped a lot.""",9,2009-06-04,17
86605,Invokana,"Diabetes, Type 2","""I was prescribed Invokana for high glucose (Prediabetes), not diabetic yet.  I have been on the medicine a little over a month.  I developed a yeast infection and my hair is shedding a lot--handfuls at a time. Dermatologist said it would shed for up to 10 more weeks. What a horrible side effect that is not mentioned anywhere!  I stopped taking the medicine.""",1,2014-09-08,84
92825,Vortioxetine,Depression,"""20 mg. Very disappointed with AD effects after 4 months. Less cravings for booze + cigs than effexor. Constipation, sluggishness, slightly improved cognition.""",2,2017-08-29,3
82253,Liraglutide,"Diabetes, Type 2","""I've been on Victoza for 2 & a half years. I was a little nauseated at first but my a1c has been around 6 since i started taking it. I've also lost 70 lbs! I feel better than I ever have!""",10,2015-10-18,55
102725,Aripiprazole,Depression,"""Works great, but watch for weight gain.""",10,2013-12-23,81
55783,Effexor,Depression,"""I am 56 and still hot flashes. Over 2 years I have increased dosage several times. """,6,2013-07-07,11
196188,Fluvoxamine,Depression,"""Sleepy but helpful""",10,2016-04-12,1
66995,Seroquel,Depression,"""Helped a lot.""",9,2009-06-04,17
89353,Celexa,Depression,"""I found citaprolam 10 mg dose using for three months has stopped my gambling addiction straight away. I also stopped feeling paranoid and depressed.""",10,2015-02-23,74
